seed;step;episode;run;q_sum;per_task_q;computation_time
1;140000;1433;run1;-10.147821482630942;[-11.637593295616384, 0.5521974068645967, 0.9375744061208444];7.2906442070016055
1;142500;1479;run1;-10.147821482629043;[-11.637593295616384, 0.5521974068664963, 0.9375744061208444];7.428921400001855
1;145000;1524;run1;-10.147821482628625;[-11.637593295616384, 0.5521974068669137, 0.9375744061208444];7.5558819209982175
1;147500;1571;run1;-10.147821482628519;[-11.637593295616384, 0.5521974068670212, 0.9375744061208444];7.695368517001043
1;150000;1616;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];7.836083262998727
1;152500;1664;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];7.9652692370000295
1;155000;1706;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.087435152003309
1;157500;1752;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.218856432002212
1;160000;1799;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.349403282998537
1;162500;1844;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.495858731002954
1;165000;1886;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.613035613001557
1;167500;1932;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.749773834002553
1;170000;1977;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.878231307004171
2;2500;5;run1;-0.6273209044434376;[-0.6273209044434376, 0.0, 0.0];0.12565701099811122
2;5000;10;run1;-1.3209952562655234;[-1.320995256265894, 0.0, 3.7063298412780276e-13];0.2556872380009736
2;7500;15;run1;-1.5405042854500102;[-1.5405077601237043, 0.0, 3.474673694115289e-06];0.37849559399910504
2;10000;21;run1;-2.046564392969358;[-2.046677609457358, 0.0, 0.00011321648800004785];0.5395422270012205
2;12500;26;run1;-2.412797034724118;[-2.413099607316754, 0.0, 0.0003025725926361142];0.6697218830013298
2;15000;31;run1;-2.6726353918346466;[-2.6785900143508914, 0.0, 0.0059546225162449415];0.7792737729978398
2;17500;36;run1;-2.934724005318223;[-2.947901868194931, 0.0, 0.013177862876708205];0.9097806499994476
2;20000;41;run1;-3.27686611148016;[-3.300029400616703, 0.0, 0.023163289136542996];1.0433013279980514
2;22500;47;run1;-3.820974724264317;[-3.8597932352741124, 1.7993863276653275e-16, 0.03881851100979529];1.1743431869981578
2;25000;53;run1;-4.081981928863668;[-4.137402178561414, 2.868465441937922e-14, 0.05542024969771846];1.3020516280012089
2;27500;60;run1;-4.579285953380355;[-4.6995112996767405, 7.674398119675929e-13, 0.12022534629561858];1.4288553939986741
2;30000;69;run1;-4.789963784884676;[-4.9730515667217245, 6.816917334469675e-12, 0.18308778183023183];1.5504430119981407
2;32500;79;run1;-5.2038312742757;[-5.505481954283235, 2.8898727108261535e-11, 0.3016506799786367];1.6698946340038674
2;35000;90;run1;-5.527608766772044;[-5.943055459022142, 1.7660674968805012e-09, 0.41544669048403116];1.7849862889997894
2;37500;104;run1;-5.995683816589966;[-6.511518057178025, 1.8870277159182616e-08, 0.5158342217177815];1.9261714430031134
2;40000;118;run1;-6.393650894466449;[-6.960667933972118, 5.221305654513578e-07, 0.567016517375103];2.0503430550015764
2;42500;133;run1;-6.739447835716723;[-7.356733788861126, 9.425478453073878e-06, 0.6172765276659499];2.18126985100389
2;45000;145;run1;-7.143930146390716;[-7.779065471870525, 5.612377398871333e-05, 0.6350792017058204];2.32449626000016
2;47500;156;run1;-7.4562762914426015;[-8.101503731715216, 0.00013290625007507967, 0.6450945340225389];2.436334131998592
2;50000;172;run1;-7.838110352152986;[-8.493897925458509, 0.0010025942294405986, 0.6547849790760821];2.5767230019991985
2;52500;186;run1;-8.070574878906632;[-8.73248584866977, 0.0028107157339577254, 0.6591002540291799];2.6975337289986783
2;55000;200;run1;-8.29319438330346;[-8.959763098715282, 0.005496647905056175, 0.661072067506766];2.821875829999044
2;57500;217;run1;-8.60631674083148;[-9.284480285368943, 0.015918991497271877, 0.662244553040191];2.9820872460040846
2;60000;240;run1;-8.96236197873186;[-9.66424254225019, 0.03880904138049419, 0.663071522137836];3.093137800002296
2;62500;259;run1;-9.28990622902046;[-10.015151911624466, 0.061971711471867155, 0.663273971132139];3.2294096980040194
2;65000;275;run1;-9.406327991391526;[-10.208850186179955, 0.11586435661099269, 0.6866578381774368];3.3463737150013912
2;67500;299;run1;-9.43029984134587;[-10.335607911488417, 0.16495078934320617, 0.7403572807993419];3.4716785780037753
2;70000;316;run1;-9.528477476104799;[-10.46806451259457, 0.18259640631185484, 0.7569906301779156];3.626284684003622
2;72500;336;run1;-9.599823985501247;[-10.617841526821872, 0.2263928147175604, 0.7916247266030647];3.7436668380032643
2;75000;358;run1;-9.746217599845808;[-10.81823321240874, 0.25804469958076104, 0.813970912982171];3.872783505998086
2;77500;383;run1;-9.882165682338949;[-11.037831437849695, 0.3062342228076785, 0.8494315327030679];4.005758997001976
2;80000;418;run1;-10.057843319430557;[-11.285225199840264, 0.3425798311661937, 0.8848020492435142];4.156845782999881
2;82500;447;run1;-10.161993400765573;[-11.442803136650205, 0.3695295965735202, 0.9112801393111128];4.280805547001364
2;85000;486;run1;-10.241645954853295;[-11.580096914740297, 0.4070924796344635, 0.931358480252538];4.410873603999789
2;87500;529;run1;-10.246091816746674;[-11.629061557137948, 0.4466204462639225, 0.9363492941273521];4.547883113998978
2;90000;568;run1;-10.219106949171186;[-11.63576535024774, 0.47929779022213065, 0.9373606108544233];4.676582321997557
2;92500;607;run1;-10.189780135714605;[-11.637317920006021, 0.509991624335582, 0.9375461599558351];4.82036585300375
2;95000;645;run1;-10.170534890949934;[-11.63755912442115, 0.5294540734337982, 0.9375701600374172];4.95564667799772
2;97500;680;run1;-10.16181555366703;[-11.637584508739444, 0.5381955682207723, 0.9375733868516422];5.085642127000028
2;100000;714;run1;-10.154750160678947;[-11.63758972142405, 0.5452653237407173, 0.9375742370043848];5.2267928770015715
2;102500;756;run1;-10.150886195248397;[-11.637592799035907, 0.549132218731104, 0.9375743850564059];5.35659815499821
2;105000;799;run1;-10.149209553983198;[-11.637593202819641, 0.5508092459189333, 0.9375744029175103];5.493719226004032
2;107500;846;run1;-10.148296873093969;[-11.637593282756733, 0.5517220039527625, 0.9375744057100016];5.627082664999762
2;110000;890;run1;-10.147953705133688;[-11.637593293751753, 0.5520651825291845, 0.9375744060888805];5.758020310000575
2;112500;935;run1;-10.147861238926225;[-11.637593295322823, 0.5521576502786562, 0.9375744061179415];5.906414721001056
2;115000;980;run1;-10.147833365411964;[-11.637593295574511, 0.5521855240420452, 0.9375744061205016];6.0374404180038255
2;117500;1023;run1;-10.147824270521697;[-11.63759329560751, 0.5521946189649927, 0.9375744061208202];6.178951517998939
2;120000;1069;run1;-10.147822197838359;[-11.637593295614426, 0.5521966916552243, 0.9375744061208439];6.313779447998968
2;122500;1113;run1;-10.14782170891771;[-11.637593295616215, 0.5521971805776589, 0.9375744061208444];6.456045423001342
2;125000;1157;run1;-10.147821528948958;[-11.637593295616382, 0.5521973605465796, 0.9375744061208444];6.574722957004269
2;127500;1201;run1;-10.147821489872808;[-11.637593295616384, 0.5521973996227321, 0.9375744061208444];6.699301915003161
2;130000;1244;run1;-10.147821484251862;[-11.637593295616384, 0.5521974052436771, 0.9375744061208444];6.840108479002083
2;132500;1287;run1;-10.147821483066672;[-11.637593295616384, 0.5521974064288684, 0.9375744061208444];6.970352167001693
2;135000;1331;run1;-10.147821482728178;[-11.637593295616384, 0.5521974067673611, 0.9375744061208444];7.111137979001796
2;137500;1376;run1;-10.147821482648439;[-11.637593295616384, 0.5521974068471002, 0.9375744061208444];7.247178940000595
2;140000;1421;run1;-10.147821482631098;[-11.637593295616384, 0.5521974068644414, 0.9375744061208444];7.39325533000374
2;142500;1464;run1;-10.147821482629142;[-11.637593295616384, 0.5521974068663972, 0.9375744061208444];7.524508544003766
2;145000;1512;run1;-10.147821482628627;[-11.637593295616384, 0.552197406866912, 0.9375744061208444];7.662639520000084
2;147500;1555;run1;-10.14782148262853;[-11.637593295616384, 0.5521974068670088, 0.9375744061208444];7.793058495000878
2;150000;1601;run1;-10.147821482628508;[-11.637593295616384, 0.5521974068670319, 0.9375744061208444];7.931542370999523
2;152500;1646;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.07611939200433
2;155000;1690;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.199769880004169
2;157500;1730;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.35132194399921
2;160000;1772;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.47590608199971
2;162500;1817;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.624724164001236
2;165000;1862;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.755909035004152
2;167500;1906;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.893198197001766
2;170000;1952;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];9.035597697999037
2;172500;1997;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];9.164273250004044
3;2500;5;run1;-0.53543425;[-0.53543425, 0.0, 0.0];0.13193112400040263
3;5000;10;run1;-1.2536329926856848;[-1.2536352473195889, 0.0, 2.254633903941239e-06];0.26687078500253847
3;7500;16;run1;-1.9573104119973919;[-1.9573409903133332, 0.0, 3.0578315941421175e-05];0.40578381300292676
3;10000;21;run1;-2.256157899684512;[-2.256222820299188, 0.0, 6.492061467576705e-05];0.5090876540052705
3;12500;26;run1;-2.718773023359368;[-2.7195181584859824, 0.0, 0.0007451351266144937];0.6349961860032636
3;15000;32;run1;-3.072171768292077;[-3.0771562388255482, 0.0, 0.004984470533471093];0.7762310520047322
3;17500;37;run1;-3.4181758794872126;[-3.431262814810285, 0.0, 0.013086935323072181];0.8896929660040769
3;20000;44;run1;-3.708526162474626;[-3.7311405441680883, 0.0, 0.022614381693462273];1.0358825550065376
3;22500;52;run1;-4.211102870367806;[-4.273555671377036, 0.0, 0.06245280100923009];1.1544048960058717
3;25000;61;run1;-4.569880163420273;[-4.707615418418908, 0.0, 0.13773525499863462];1.2791057670037844
3;27500;72;run1;-4.835563793745511;[-5.04735541512234, 2.558565853892645e-15, 0.21179162137682603];1.4125447700062068
3;30000;82;run1;-5.157735154513016;[-5.453213974835178, 5.108429607446587e-12, 0.2954788203170533];1.535868096005288
3;32500;97;run1;-5.7294943325822985;[-6.146282318040079, 5.789199675943869e-10, 0.41678798487886043];1.6845983490056824
3;35000;112;run1;-6.07838062396062;[-6.569699302912412, 2.4706200446045354e-08, 0.4913186542455914];1.8022149310054374
3;37500;126;run1;-6.4890135656577375;[-7.066425992718968, 1.540459605510928e-07, 0.57741227301527];1.923626186006004
3;40000;140;run1;-6.837437832045671;[-7.446928017960196, 2.0707879877594932e-06, 0.6094881151265366];2.0382538650010247
3;42500;154;run1;-7.312576858018509;[-7.951563097609323, 1.089572876101284e-05, 0.6389753438620531];2.178311132003728
3;45000;168;run1;-7.624128226915986;[-8.274634902389673, 8.367796106264805e-05, 0.650422997512624];2.318900111000403
3;47500;184;run1;-7.8671282336982244;[-8.523221774494896, 0.0003867530722049915, 0.6557067877244668];2.45146212700638
3;50000;200;run1;-8.20936103007549;[-8.872029121542258, 0.0023317286347040765, 0.6603363628320642];2.569708504001028
3;52500;219;run1;-8.677762176513989;[-9.34524702736299, 0.00527486077582051, 0.6622099900731809];2.7030485790019156
3;55000;238;run1;-9.044650756471187;[-9.721648112146077, 0.01410786304291527, 0.6628894926319754];2.831399564005551
3;57500;262;run1;-9.273097607782155;[-9.978908573424384, 0.04257684539362347, 0.6632341202486051];2.967164600006072
3;60000;280;run1;-9.44472092773772;[-10.181392429008477, 0.07333815219459597, 0.6633333490761611];3.091314710000006
3;62500;292;run1;-9.569590487537873;[-10.324542240875125, 0.09158098884139339, 0.6633707644958594];3.206236579004326
3;65000;319;run1;-9.742510807565122;[-10.549692566197129, 0.12678553426811345, 0.6803962243638926];3.3466589030067553
3;67500;346;run1;-9.949614615402771;[-10.903160533573578, 0.2062555832579043, 0.7472903349129032];3.4682379940059036
3;70000;377;run1;-10.01986190855326;[-11.156512351625953, 0.2999508253053079, 0.8366996177673854];3.591027654001664
3;72500;411;run1;-10.146554637192121;[-11.384037151420062, 0.35139296392440744, 0.8860895503035332];3.720857081003487
3;75000;441;run1;-10.236819941081704;[-11.537196970707594, 0.3881726612771679, 0.9122043683487218];3.8420766280032694
3;77500;482;run1;-10.253918029418593;[-11.613564045862958, 0.4316222923113596, 0.928023724133006];3.9749501130063436
3;80000;523;run1;-10.234260905361888;[-11.631356438622849, 0.46303820779389804, 0.9340573254670622];4.117629566004325
3;82500;562;run1;-10.201518713908227;[-11.6357453697422, 0.49748616471396406, 0.9367404911200078];4.233077716002299
3;85000;605;run1;-10.176988527306074;[-11.63705211901686, 0.5226357433672494, 0.9374278483435359];4.371327642002143
3;87500;643;run1;-10.16626183991055;[-11.637488407475086, 0.5336979921897179, 0.9375285753748167];4.501332154999545
3;90000;685;run1;-10.156396506294849;[-11.637572012378502, 0.5436104717369059, 0.9375650343467483];4.620659407002677
3;92500;722;run1;-10.151445446653394;[-11.637588563710697, 0.5485705324980952, 0.9375725845592078];4.759789936004381
3;95000;762;run1;-10.149152518080987;[-11.637592278387142, 0.550865667202475, 0.9375740931036802];4.876565029000631
3;97500;800;run1;-10.148296956469887;[-11.637592986271695, 0.5517216691716429, 0.9375743606301652];4.998934265000571
3;100000;842;run1;-10.147984219500865;[-11.63759325825639, 0.5520346386821441, 0.9375744000733801];5.142188896003063
3;102500;878;run1;-10.147886939869453;[-11.637593288954838, 0.5521319440056469, 0.937574405079737];5.259797638005693
3;105000;923;run1;-10.147842285887121;[-11.637593294820434, 0.552176602929019, 0.9375744060042935];5.39675424300367
3;107500;965;run1;-10.147828360328926;[-11.637593295550955, 0.5521905291164582, 0.9375744061055714];5.514558625000063
3;110000;1011;run1;-10.147822880475537;[-11.637593295606331, 0.5521960090110206, 0.9375744061197737];5.640896676006378
3;112500;1055;run1;-10.147821836927173;[-11.637593295615359, 0.5521970525674326, 0.9375744061207526];5.762273147003725
3;115000;1102;run1;-10.147821592103167;[-11.63759329561631, 0.5521972973923103, 0.9375744061208335];5.885519956005737
3;117500;1146;run1;-10.14782150196391;[-11.637593295616375, 0.5521973875316197, 0.9375744061208444];6.026611257002514
3;120000;1191;run1;-10.147821488038502;[-11.637593295616384, 0.5521974014570364, 0.9375744061208444];6.146837812004378
3;122500;1238;run1;-10.147821483908547;[-11.637593295616384, 0.552197405586991, 0.9375744061208444];6.288839860004373
3;125000;1285;run1;-10.147821482713434;[-11.637593295616384, 0.5521974067821055, 0.9375744061208444];6.413816593005322
3;127500;1326;run1;-10.147821482646044;[-11.637593295616384, 0.5521974068494943, 0.9375744061208444];6.535091706005915
3;130000;1373;run1;-10.147821482632104;[-11.637593295616384, 0.5521974068634364, 0.9375744061208444];6.651823788000911
3;132500;1414;run1;-10.147821482629453;[-11.637593295616384, 0.5521974068660859, 0.9375744061208444];6.787610188999679
3;135000;1457;run1;-10.147821482628709;[-11.637593295616384, 0.5521974068668295, 0.9375744061208444];6.910393127000134
3;137500;1501;run1;-10.147821482628547;[-11.637593295616384, 0.5521974068669913, 0.9375744061208444];7.0359827390057035
3;140000;1542;run1;-10.14782148262851;[-11.637593295616384, 0.5521974068670287, 0.9375744061208444];7.171254797001893
3;142500;1586;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];7.291421803005505
3;145000;1629;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];7.4265988240003935
3;147500;1672;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];7.549510356002429
3;150000;1716;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];7.679278103001707
3;152500;1763;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];7.8043115270047565
3;155000;1806;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];7.9430080960009946
3;157500;1848;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.077306095001404
3;160000;1896;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.220368109003175
3;162500;1939;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.357501279002463
3;165000;1981;run1;-10.147821482628506;[-11.637593295616384, 0.5521974068670328, 0.9375744061208444];8.476743961000466
